county,Hazard,fiscalYear,totalSubapplicationAmount,COUNTYNAME
19153,Tornado/Severe storm,2023,955289.5800000001,Polk County
19153,Unidentified disaster,2020,94776.39,Polk County
19153,Unidentified disaster,2021,125823.29,Polk County
19153,Unidentified disaster,2022,794941.21,Polk County
19153,Unidentified disaster,2023,3952140.97,Polk County
19159,Tornado/Severe storm,2023,36000.0,Ringgold County
19163,Flooding/Tropical storm/Hurricane,2020,657510.98,Scott County
19163,Flooding/Tropical storm/Hurricane,2022,4296725.0,Scott County
19163,Flooding/Tropical storm/Hurricane,2023,4634969.0,Scott County
19163,Infrastructure failure/Manmade disaster,2021,39010000.0,Scott County
19169,Tornado/Severe storm,2020,543470.0,Story County
19169,Tornado/Severe storm,2021,394958.88,Story County
19169,Tornado/Severe storm,2022,169050.0,Story County
19171,Flooding/Tropical storm/Hurricane,2022,181139.0,Tama County
19171,Unidentified disaster,2022,18113.9,Tama County
19175,Tornado/Severe storm,2020,133327.0,Union County
19183,Flooding/Tropical storm/Hurricane,2020,293517.0,Washington County
19183,Flooding/Tropical storm/Hurricane,2022,230887.0,Washington County
19191,Flooding/Tropical storm/Hurricane,2023,335000.0,Winneshiek County
19193,Flooding/Tropical storm/Hurricane,2022,67000.0,Woodbury County
19197,Tornado/Severe storm,2020,1790500.0,Wright County
20005,Flooding/Tropical storm/Hurricane,2020,640500.0,Atchison County
20015,Flooding/Tropical storm/Hurricane,2021,500000.0,Butler County
20015,Tornado/Severe storm,2021,2322729.75,Butler County
20043,Infrastructure failure/Manmade disaster,2021,306800.0,Doniphan County
20043,Unidentified disaster,2021,21000.0,Doniphan County
20051,Fire/Extreme temperature/Drought,2023,134000000.0,Ellis County
20051,Tornado/Severe storm,2022,6231308.43,Ellis County
20061,Tornado/Severe storm,2020,148000.0,Geary County
20085,Blizzard/Winter storm,2020,38288.0,Jackson County
20085,Flooding/Tropical storm/Hurricane,2021,750000.0,Jackson County
20085,Tornado/Severe storm,2023,1465584.0,Jackson County
20085,Unidentified disaster,2021,75000.0,Jackson County
20085,Unidentified disaster,2023,73279.0,Jackson County
20087,Flooding/Tropical storm/Hurricane,2021,678545.0,Jefferson County
20087,Tornado/Severe storm,2021,175455.0,Jefferson County
20099,Fire/Extreme temperature/Drought,2023,5040234.0,Labette County
20103,Infrastructure failure/Manmade disaster,2023,40000000.0,Leavenworth County
20115,Tornado/Severe storm,2022,1229133.0,Marion County
20139,Tornado/Severe storm,2020,160000.0,Osage County
20157,Tornado/Severe storm,2021,794425.0,Republic County
02016,Earthquake/Landslide,2020,389125.31,Aleutians West Census Area
02016,Flooding/Tropical storm/Hurricane,2021,869690.0,Aleutians West Census Area
02016,Tornado/Severe storm,2022,289935.69,Aleutians West Census Area
02016,Tornado/Severe storm,2023,183750.0,Aleutians West Census Area
02016,Unidentified disaster,2021,50000.01,Aleutians West Census Area
20161,Flooding/Tropical storm/Hurricane,2023,452196.0,Riley County
20167,Tornado/Severe storm,2022,2855509.53,Russell County
20173,Flooding/Tropical storm/Hurricane,2021,41868750.0,Sedgwick County
20173,Flooding/Tropical storm/Hurricane,2022,41868750.0,Sedgwick County
20173,Tornado/Severe storm,2022,229000.0,Sedgwick County
20177,Unidentified disaster,2020,60000.0,Shawnee County
20191,Flooding/Tropical storm/Hurricane,2021,3080124.0,Sumner County
02020,Blizzard/Winter storm,2023,2924870.0,Anchorage Municipality
02020,Earthquake/Landslide,2020,138575.0,Anchorage Municipality
02020,Earthquake/Landslide,2021,178500.0,Anchorage Municipality
02020,Earthquake/Landslide,2022,187425.0,Anchorage Municipality
02020,Earthquake/Landslide,2023,3095774.0,Anchorage Municipality
02020,Fire/Extreme temperature/Drought,2020,49500.0,Anchorage Municipality
02020,Fire/Extreme temperature/Drought,2023,34660000.0,Anchorage Municipality
02020,Flooding/Tropical storm/Hurricane,2021,2595189.01,Anchorage Municipality
02020,Flooding/Tropical storm/Hurricane,2023,425887.0,Anchorage Municipality
02020,Tornado/Severe storm,2021,568765.0,Anchorage Municipality
02020,Unidentified disaster,2020,18207.5,Anchorage Municipality
02020,Unidentified disaster,2021,137466.0,Anchorage Municipality
02020,Unidentified disaster,2022,2991975.55,Anchorage Municipality
02020,Unidentified disaster,2023,2445250.6,Anchorage Municipality
20205,Tornado/Severe storm,2020,2000000.0,Wilson County
20209,Flooding/Tropical storm/Hurricane,2023,1838735.25,Wyandotte County
02050,Earthquake/Landslide,2020,179885.0,Bethel Census Area
02050,Flooding/Tropical storm/Hurricane,2022,785000.0,Bethel Census Area
02050,Flooding/Tropical storm/Hurricane,2023,1619274.15,Bethel Census Area
02050,Infrastructure failure/Manmade disaster,2020,117000.0,Bethel Census Area
02050,Infrastructure failure/Manmade disaster,2021,160627.08,Bethel Census Area
02050,Tornado/Severe storm,2023,10534230.93,Bethel Census Area
02050,Unidentified disaster,2020,13350.0,Bethel Census Area
02050,Unidentified disaster,2021,2489387.0,Bethel Census Area
02050,Unidentified disaster,2023,179919.0,Bethel Census Area
02090,Earthquake/Landslide,2021,11683421.0,Fairbanks North Star Borough
02090,Earthquake/Landslide,2023,11009452.0,Fairbanks North Star Borough
02100,Earthquake/Landslide,2023,149548.3,Haines Borough
21011,Flooding/Tropical storm/Hurricane,2023,200000.0,Bath County
21017,Flooding/Tropical storm/Hurricane,2023,275000.0,Bourbon County
21019,Flooding/Tropical storm/Hurricane,2023,126262.0,Boyd County
21023,Flooding/Tropical storm/Hurricane,2023,300000.0,Bracken County
21049,Flooding/Tropical storm/Hurricane,2023,316850.0,Clark County
21059,Earthquake/Landslide,2021,10790000.0,Daviess County
21059,Earthquake/Landslide,2022,14917000.0,Daviess County
21067,Unidentified disaster,2020,15700.0,Fayette County
21069,Tornado/Severe storm,2023,30000.0,Fleming County
21071,Flooding/Tropical storm/Hurricane,2023,200000.0,Floyd County
21073,Flooding/Tropical storm/Hurricane,2020,2030573.5499999998,Franklin County
21073,Flooding/Tropical storm/Hurricane,2023,11341544.98,Franklin County
21073,Infrastructure failure/Manmade disaster,2020,284300.0,Franklin County
21073,Unidentified disaster,2020,246057.35,Franklin County
21073,Unidentified disaster,2021,3622532.0,Franklin County
21073,Unidentified disaster,2022,329004.0,Franklin County
21073,Unidentified disaster,2023,2598478.0,Franklin County
21075,Flooding/Tropical storm/Hurricane,2022,136500.0,Fulton County
21089,Flooding/Tropical storm/Hurricane,2023,8556500.0,Greenup County
21093,Flooding/Tropical storm/Hurricane,2020,100000.0,Hardin County
02110,Earthquake/Landslide,2022,63000.0,Juneau City and Borough
02110,Earthquake/Landslide,2023,592977.0,Juneau City and Borough
02110,Flooding/Tropical storm/Hurricane,2023,1812052.0,Juneau City and Borough
02110,Unidentified disaster,2022,6300.0,Juneau City and Borough
21111,Flooding/Tropical storm/Hurricane,2020,100000.0,Jefferson County
21111,Flooding/Tropical storm/Hurricane,2022,2966677.88,Jefferson County
21111,Flooding/Tropical storm/Hurricane,2023,952794.27,Jefferson County
21111,Infrastructure failure/Manmade disaster,2020,76933100.0,Jefferson County
21111,Infrastructure failure/Manmade disaster,2021,91927992.0,Jefferson County
21111,Infrastructure failure/Manmade disaster,2022,16485000.0,Jefferson County
21111,Infrastructure failure/Manmade disaster,2023,420000.0,Jefferson County
21111,Tornado/Severe storm,2023,247830.0,Jefferson County
21117,Infrastructure failure/Manmade disaster,2020,400000.0,Kenton County
21127,Infrastructure failure/Manmade disaster,2022,12867000.0,Lawrence County
21135,Blizzard/Winter storm,2023,117500.0,Lewis County
21139,Flooding/Tropical storm/Hurricane,2020,1569331.6,Livingston County
21165,Flooding/Tropical storm/Hurricane,2023,200000.0,Menifee County
21173,Flooding/Tropical storm/Hurricane,2020,120000.0,Montgomery County
21173,Infrastructure failure/Manmade disaster,2020,85000.0,Montgomery County
21185,Flooding/Tropical storm/Hurricane,2020,2497796.85,Oldham County
21185,Flooding/Tropical storm/Hurricane,2021,1852512.0,Oldham County
21191,Infrastructure failure/Manmade disaster,2023,7087437.5,Pendleton County
21195,Flooding/Tropical storm/Hurricane,2022,235830.0,Pike County
21197,Flooding/Tropical storm/Hurricane,2023,420000.0,Powell County
21199,Flooding/Tropical storm/Hurricane,2023,718042.0,Pulaski County
21205,Flooding/Tropical storm/Hurricane,2020,5617000.0,Rowan County
21205,Flooding/Tropical storm/Hurricane,2023,200000.0,Rowan County
21205,Tornado/Severe storm,2020,445000.0,Rowan County
21209,Unidentified disaster,2022,3655000.0,Scott County
02122,Blizzard/Winter storm,2023,77294.0,Kenai Peninsula Borough
02122,Flooding/Tropical storm/Hurricane,2021,792329.0,Kenai Peninsula Borough
02122,Flooding/Tropical storm/Hurricane,2022,475273.4,Kenai Peninsula Borough
02122,Tornado/Severe storm,2020,677277.78,Kenai Peninsula Borough
02122,Unidentified disaster,2021,79232.9,Kenai Peninsula Borough
02122,Unidentified disaster,2022,470000.0,Kenai Peninsula Borough
02130,Tornado/Severe storm,2023,215439.0,Ketchikan Gateway Borough
02150,Earthquake/Landslide,2022,29340.0,Kodiak Island Borough
02150,Tornado/Severe storm,2021,500000.0,Kodiak Island Borough
02150,Unidentified disaster,2021,50000.0,Kodiak Island Borough
02164,Earthquake/Landslide,2020,620000.0,Lake and Peninsula Borough
02164,Unidentified disaster,2020,60000.0,Lake and Peninsula Borough
02170,Flooding/Tropical storm/Hurricane,2020,600000.0,Matanuska-Susitna Borough
02170,Infrastructure failure/Manmade disaster,2023,2000000.0,Matanuska-Susitna Borough
02170,Unidentified disaster,2020,22500.0,Matanuska-Susitna Borough
02180,Infrastructure failure/Manmade disaster,2022,5997500.0,Nome Census Area
02185,Blizzard/Winter storm,2023,29929141.0,North Slope Borough
02185,Fire/Extreme temperature/Drought,2021,652722.47,North Slope Borough
02188,Flooding/Tropical storm/Hurricane,2020,902147.0,Northwest Arctic Borough
02188,Tornado/Severe storm,2020,297220.15,Northwest Arctic Borough
02188,Unidentified disaster,2020,60000.0,Northwest Arctic Borough
02198,Earthquake/Landslide,2021,132210.8,Prince of Wales-Hyder Census Area
02198,Fire/Extreme temperature/Drought,2021,861000.0,Prince of Wales-Hyder Census Area
02198,Fire/Extreme temperature/Drought,2022,5205310.15,Prince of Wales-Hyder Census Area
02198,Fire/Extreme temperature/Drought,2023,144900.0,Prince of Wales-Hyder Census Area
02198,Flooding/Tropical storm/Hurricane,2023,151250.0,Prince of Wales-Hyder Census Area
02198,Infrastructure failure/Manmade disaster,2021,178885.0,Prince of Wales-Hyder Census Area
02198,Tornado/Severe storm,2021,678965.0,Prince of Wales-Hyder Census Area
02198,Tornado/Severe storm,2022,176814.0,Prince of Wales-Hyder Census Area
02198,Unidentified disaster,2021,97650.0,Prince of Wales-Hyder Census Area
02198,Unidentified disaster,2022,1327731.48,Prince of Wales-Hyder Census Area
02198,Unidentified disaster,2023,26013.0,Prince of Wales-Hyder Census Area
22001,Flooding/Tropical storm/Hurricane,2020,1111244.0,Acadia Parish
22001,Flooding/Tropical storm/Hurricane,2022,965030.1,Acadia Parish
22001,Flooding/Tropical storm/Hurricane,2023,1138636.0,Acadia Parish
22005,Flooding/Tropical storm/Hurricane,2021,8604220.0,Ascension Parish
22005,Flooding/Tropical storm/Hurricane,2022,7499294.6,Ascension Parish
22005,Flooding/Tropical storm/Hurricane,2023,107337240.36,Ascension Parish
22005,Infrastructure failure/Manmade disaster,2023,8891470.0,Ascension Parish
22005,Unidentified disaster,2023,79406168.72,Ascension Parish
22009,Earthquake/Landslide,2023,1000000.0,Avoyelles Parish
22015,Flooding/Tropical storm/Hurricane,2023,7100000.0,Bossier Parish
22017,Flooding/Tropical storm/Hurricane,2023,284094.0,Caddo Parish
22019,Flooding/Tropical storm/Hurricane,2020,6036112.0,Calcasieu Parish
22019,Flooding/Tropical storm/Hurricane,2021,2719840.0,Calcasieu Parish
22019,Flooding/Tropical storm/Hurricane,2022,2886050.0,Calcasieu Parish
22019,Flooding/Tropical storm/Hurricane,2023,3773920.0,Calcasieu Parish
22019,Unidentified disaster,2020,4159046.0,Calcasieu Parish
22019,Unidentified disaster,2021,100000.0,Calcasieu Parish
22023,Flooding/Tropical storm/Hurricane,2022,4854439.0,Cameron Parish
22023,Unidentified disaster,2023,341480.0,Cameron Parish
22029,Flooding/Tropical storm/Hurricane,2023,1808410.01,Concordia Parish
22029,Infrastructure failure/Manmade disaster,2020,4380348.0,Concordia Parish
22029,Infrastructure failure/Manmade disaster,2021,4378792.0,Concordia Parish
22029,Infrastructure failure/Manmade disaster,2022,5602327.0,Concordia Parish
22033,Flooding/Tropical storm/Hurricane,2020,55903040.769999996,East Baton Rouge Parish
22033,Flooding/Tropical storm/Hurricane,2021,66250232.099999994,East Baton Rouge Parish
22033,Flooding/Tropical storm/Hurricane,2022,67205410.14,East Baton Rouge Parish
22033,Flooding/Tropical storm/Hurricane,2023,318125477.33,East Baton Rouge Parish
22033,Tornado/Severe storm,2021,448341340.16,East Baton Rouge Parish
22033,Tornado/Severe storm,2022,814000.0,East Baton Rouge Parish
22033,Tornado/Severe storm,2023,11175435.23,East Baton Rouge Parish
22033,Unidentified disaster,2020,9560901.6,East Baton Rouge Parish
22033,Unidentified disaster,2021,5173632.0,East Baton Rouge Parish
22033,Unidentified disaster,2022,13539939.0,East Baton Rouge Parish
22033,Unidentified disaster,2023,133532392.0,East Baton Rouge Parish
22045,Flooding/Tropical storm/Hurricane,2020,1361652.0,Iberia Parish
22045,Flooding/Tropical storm/Hurricane,2021,401263.0,Iberia Parish
22045,Flooding/Tropical storm/Hurricane,2023,905320.5,Iberia Parish
22051,Flooding/Tropical storm/Hurricane,2020,44882118.74,Jefferson Parish
22051,Flooding/Tropical storm/Hurricane,2021,65106444.84,Jefferson Parish
22051,Flooding/Tropical storm/Hurricane,2022,42154596.58,Jefferson Parish
22051,Flooding/Tropical storm/Hurricane,2023,144209328.69,Jefferson Parish
22051,Infrastructure failure/Manmade disaster,2020,10838400.0,Jefferson Parish
22051,Infrastructure failure/Manmade disaster,2023,73984764.0,Jefferson Parish
22051,Tornado/Severe storm,2020,1502398.8,Jefferson Parish
22051,Tornado/Severe storm,2023,220500.0,Jefferson Parish
22051,Unidentified disaster,2021,1013265.0,Jefferson Parish
22051,Unidentified disaster,2022,10722106.36,Jefferson Parish
22053,Flooding/Tropical storm/Hurricane,2022,319567.0,Jefferson Davis Parish
22053,Flooding/Tropical storm/Hurricane,2023,11001757.0,Jefferson Davis Parish
22053,Unidentified disaster,2023,1047786.4,Jefferson Davis Parish
22055,Flooding/Tropical storm/Hurricane,2020,13391062.0,Lafayette Parish
22055,Flooding/Tropical storm/Hurricane,2021,11856270.629999999,Lafayette Parish
22055,Flooding/Tropical storm/Hurricane,2022,3896321.43,Lafayette Parish
22055,Flooding/Tropical storm/Hurricane,2023,5040962.85,Lafayette Parish
22057,Flooding/Tropical storm/Hurricane,2020,643111.0,Lafourche Parish
22057,Flooding/Tropical storm/Hurricane,2021,1524937.0,Lafourche Parish
22057,Flooding/Tropical storm/Hurricane,2022,15928420.31,Lafourche Parish
22057,Flooding/Tropical storm/Hurricane,2023,11431892.25,Lafourche Parish
22057,Unidentified disaster,2022,25100024.02,Lafourche Parish
22057,Unidentified disaster,2023,56410003.120000005,Lafourche Parish
22063,Flooding/Tropical storm/Hurricane,2020,5389080.57,Livingston Parish
22063,Flooding/Tropical storm/Hurricane,2021,36582630.22,Livingston Parish
22063,Flooding/Tropical storm/Hurricane,2022,22663730.939999998,Livingston Parish
22063,Flooding/Tropical storm/Hurricane,2023,16360742.04,Livingston Parish
22069,Tornado/Severe storm,2021,108017.0,Natchitoches Parish
22069,Tornado/Severe storm,2022,125030.0,Natchitoches Parish
22069,Tornado/Severe storm,2023,159750.15,Natchitoches Parish
22071,Flooding/Tropical storm/Hurricane,2020,37511313.2,Orleans Parish
22071,Flooding/Tropical storm/Hurricane,2021,37692919.0,Orleans Parish
22071,Flooding/Tropical storm/Hurricane,2022,24828824.54,Orleans Parish
22071,Flooding/Tropical storm/Hurricane,2023,15214454.0,Orleans Parish
22071,Infrastructure failure/Manmade disaster,2020,64050000.0,Orleans Parish
22071,Infrastructure failure/Manmade disaster,2021,182184648.0,Orleans Parish
22071,Infrastructure failure/Manmade disaster,2022,35577528.0,Orleans Parish
22071,Tornado/Severe storm,2023,12955286.4,Orleans Parish
22071,Unidentified disaster,2021,2519080.0,Orleans Parish
22071,Unidentified disaster,2023,425069.0,Orleans Parish
22075,Flooding/Tropical storm/Hurricane,2020,339692.0,Plaquemines Parish
22075,Flooding/Tropical storm/Hurricane,2022,347900.0,Plaquemines Parish
22079,Flooding/Tropical storm/Hurricane,2020,2192342.18,Rapides Parish
22079,Flooding/Tropical storm/Hurricane,2021,711348.97,Rapides Parish
22079,Flooding/Tropical storm/Hurricane,2022,811031.19,Rapides Parish
22079,Flooding/Tropical storm/Hurricane,2023,1003642.35,Rapides Parish
22087,Unidentified disaster,2020,19793231.0,St. Bernard Parish
22089,Flooding/Tropical storm/Hurricane,2020,5547906.0,St. Charles Parish
