county,Hazard,totalSubapplicationAmount,Hazard_color
01001,Flooding,17956600.0,00AAFF
01003,Flooding,2273303.22,00AAFF
01003,Infrastructure failure,125000.0,884DFF
01009,Tornado,720744.0,4F666A
01015,Flooding,84000.0,00AAFF
01015,Tornado,208872.0,4F666A
01019,Severe storm,179560.0,FFFF00
01021,Flooding,4900000.33,00AAFF
01033,Flooding,105000.0,00AAFF
01037,Flooding,2100000.0,00AAFF
01047,Flooding,17956600.0,00AAFF
01055,Severe storm,179560.0,FFFF00
01065,Tornado,2820343.0,4F666A
01071,Infrastructure failure,1848105.0,884DFF
01073,Flooding,4556033.25,00AAFF
01073,Tornado,720744.0,4F666A
01075,Tornado,192500.0,4F666A
01081,Severe storm,701495.3,FFFF00
01085,Flooding,17956600.0,00AAFF
01089,Flooding,200000.0,00AAFF
01089,Tornado,11800000.0,4F666A
01093,Tornado,297150.0,4F666A
01097,Flooding,9610922.0,00AAFF
01097,Infrastructure failure,34466227.85,884DFF
01097,Tropical cyclone (Hurricane/Typhoon),155540.0,00AAFF
01101,Severe storm,1160041.05,FFFF00
01101,Tropical cyclone (Hurricane/Typhoon),966990.0,00AAFF
01103,Tornado,1484598.68,4F666A
01105,Flooding,17956600.0,00AAFF
01105,Tornado,2820343.0,4F666A
01113,Severe storm,701495.3,FFFF00
01117,Flooding,27480211.25,00AAFF
02016,Earthquake,389125.31,FFFFFF
02016,Flooding,869690.0,00AAFF
02016,Severe storm,473685.69,FFFF00
02020,Earthquake,3600274.0,FFFFFF
02020,Extreme temperature,34660000.0,CC5500
02020,Fire,49500.0,FF1919
02020,Flooding,2959017.0,00AAFF
02020,Severe storm,568765.0,FFFF00
02020,Tsunami,62059.01,00AAFF
02020,Winter storm,2924870.0,A0E6FF
02050,Dam/Levee break,117000.0,00AAFF
02050,Flooding,2404274.15,00AAFF
02050,Infrastructure failure,160627.08,884DFF
02050,Landslide/Debris flow,179885.0,644117
02050,Severe storm,10534230.93,FFFF00
02090,Earthquake,22692873.0,FFFFFF
02100,Landslide/Debris flow,149548.3,644117
02110,Earthquake,655977.0,FFFFFF
02110,Flooding,1812052.0,00AAFF
02122,Flooding,1117602.4,00AAFF
02122,Severe storm,677277.78,FFFF00
02122,Tsunami,150000.0,00AAFF
02122,Winter storm,77294.0,A0E6FF
02130,Severe storm,215439.0,FFFF00
02150,Earthquake,29340.0,FFFFFF
02150,Severe storm,500000.0,FFFF00
02164,Earthquake,620000.0,FFFFFF
02170,Flooding,600000.0,00AAFF
02170,Infrastructure failure,2000000.0,884DFF
02180,Infrastructure failure,5997500.0,884DFF
02185,Extreme temperature,652722.47,CC5500
02185,Winter storm,29929141.0,A0E6FF
02188,Flooding,902147.0,00AAFF
02188,Severe storm,297220.15,FFFF00
02198,Drought,6211210.15,CC5500
02198,Earthquake,132210.8,FFFFFF
02198,Infrastructure failure,178885.0,884DFF
02198,Severe storm,855779.0,FFFF00
02198,Tsunami,151250.0,00AAFF
02230,Landslide/Debris flow,1623037.55,644117
02261,Flooding,863170.56,00AAFF
02270,Flooding,300000.0,00AAFF
02270,Severe storm,500000.0,FFFF00
02282,Severe storm,101400.0,FFFF00
02290,Flooding,2181056.5,00AAFF
04001,Flooding,1197382.0,00AAFF
04001,Infrastructure failure,59850.0,884DFF
04001,Severe storm,883676.52,FFFF00
04003,Drought,144044506.16,CC5500
04003,Fire,51337950.0,FF1919
04003,Flooding,262500.0,00AAFF
04005,Fire,346722.0,FF1919
04005,Flooding,58383644.78,00AAFF
04005,Landslide/Debris flow,1489600.0,644117
04007,Flooding,1153581.56,00AAFF
04012,Severe storm,50093.12,FFFF00
04013,Dam/Levee break,621600.0,00AAFF
04013,Extreme temperature,46241517.45,CC5500
04013,Flooding,161432298.82,00AAFF
04013,Infrastructure failure,86224752.0,884DFF
04015,Flooding,8250000.0,00AAFF
04017,Dam/Levee break,3839258.0,00AAFF
04017,Severe storm,167448.0,FFFF00
04019,Earthquake,75505.6,FFFFFF
04019,Flooding,7186720.609999999,00AAFF
04019,Landslide/Debris flow,164834.90999999997,644117
04019,Severe storm,8217527.55,FFFF00
04021,Flooding,121036199.56,00AAFF
04021,Severe storm,442500.0,FFFF00
04025,Flooding,4527041.58,00AAFF
04025,Severe storm,588850.0,FFFF00
04027,Flooding,14990854.0,00AAFF
05003,Fire,35000.0,FF1919
05003,Severe storm,35000.0,FFFF00
05007,Flooding,7340437.5,00AAFF
05009,Flooding,40000.0,00AAFF
05013,Flooding,96026.0,00AAFF
05015,Flooding,20000.0,00AAFF
05017,Severe storm,35000.0,FFFF00
05019,Flooding,40000.0,00AAFF
05019,Tornado,1797414.08,4F666A
05021,Flooding,32600.0,00AAFF
05023,Flooding,12754900.0,00AAFF
05023,Tornado,1272228.0,4F666A
05027,Flooding,497268.0,00AAFF
05029,Tornado,40000.0,4F666A
05031,Flooding,1360800.0,00AAFF
05031,Winter storm,4005511.37,A0E6FF
05033,Flooding,1201720.0,00AAFF
05037,Tornado,11139282.0,4F666A
05039,Flooding,89626.0,00AAFF
05043,Fire,35000.0,FF1919
05045,Flooding,30070667.66,00AAFF
05045,Tornado,1256115.24,4F666A
05047,Tornado,2040985.93,4F666A
05049,Flooding,40000.0,00AAFF
05049,Tornado,1612180.5,4F666A
05049,Winter storm,15000.0,A0E6FF
05051,Flooding,40000.0,00AAFF
05053,Flooding,5583202.26,00AAFF
05053,Tornado,35000.0,4F666A
05055,Flooding,1360800.0,00AAFF
05055,Winter storm,4005511.37,A0E6FF
05057,Flooding,825429.0,00AAFF
05057,Tornado,1636042.8,4F666A
05059,Flooding,80000.0,00AAFF
05059,Tornado,1797414.08,4F666A
05061,Flooding,552700.0,00AAFF
05063,Flooding,1147860.0,00AAFF
05063,Tornado,3920070.0,4F666A
05065,Flooding,40000.0,00AAFF
05065,Tornado,1367524.0,4F666A
05067,Flooding,40000.0,00AAFF
05069,Flooding,111588.75,00AAFF
05071,Flooding,40000.0,00AAFF
05071,Tornado,2040985.93,4F666A
05073,Flooding,46400.0,00AAFF
05079,Flooding,68932.5,00AAFF
05081,Flooding,35000.0,00AAFF
05083,Tornado,4578292.08,4F666A
05085,Flooding,28601611.41,00AAFF
05087,Flooding,20000.0,00AAFF
05089,Flooding,40000.0,00AAFF
05095,Flooding,44669531.07,00AAFF
05097,Tornado,40000.0,4F666A
05099,Flooding,237729.0,00AAFF
05099,Tornado,1636042.8,4F666A
05101,Flooding,40000.0,00AAFF
05103,Flooding,35000.0,00AAFF
05103,Tornado,1636042.8,4F666A
05105,Hostile action,40000.0,FFFFFF
05109,Flooding,587700.0,00AAFF
05109,Tornado,1797414.08,4F666A
05117,Flooding,70000.0,00AAFF
05117,Tornado,4492432.0,4F666A
05119,Flooding,83451011.53999999,00AAFF
05119,Hostile action,40000.0,FFFFFF
05119,Infrastructure failure,5400000.0,884DFF
05119,Tornado,9000000.0,4F666A
05121,Winter storm,15000.0,A0E6FF
05123,Tornado,11139282.0,4F666A
05125,Flooding,5729777.26,00AAFF
05125,Infrastructure failure,999325.0,884DFF
05125,Tornado,35000.0,4F666A
05131,Flooding,3011110.0,00AAFF
05133,Flooding,48700.0,00AAFF
05135,Flooding,40000.0,00AAFF
05135,Tornado,1612180.5,4F666A
05135,Winter storm,15000.0,A0E6FF
05137,Tornado,1407524.0,4F666A
05139,Flooding,497268.0,00AAFF
05141,Tornado,40000.0,4F666A
05145,Flooding,5322136.0,00AAFF
05145,Tornado,1256115.24,4F666A
05147,Flooding,80000.0,00AAFF
05147,Tornado,11139282.0,4F666A
05149,Flooding,40000.0,00AAFF
05149,Tornado,10266938.51,4F666A
06001,Earthquake,16484883.74,FFFFFF
06001,Flooding,66569344.59,00AAFF
06007,Earthquake,60646557.0,FFFFFF
06007,Fire,315000.0,FF1919
06007,Flooding,289452217.0,00AAFF
06011,Flooding,50562250.16,00AAFF
06013,Severe storm,3276578.68,FFFF00
06015,Severe storm,293958.5,FFFF00
06017,Earthquake,2250036.25,FFFFFF
06017,Fire,26953213.75,FF1919
06023,Drought,300000.0,CC5500
06023,Flooding,5638113.6,00AAFF
06023,Infrastructure failure,1916806.84,884DFF
06023,Landslide/Debris flow,4050600.0,644117
06023,Severe storm,157500.0,FFFF00
06025,Severe storm,1465623.97,FFFF00
06029,Drought,74888039.53,CC5500
06029,Earthquake,32387675.72,FFFFFF
06033,Fire,491732.0,FF1919
06037,Drought,335323075.0,CC5500
06037,Earthquake,314950410.41999996,FFFFFF
06037,Flooding,1200000.0,00AAFF
06037,Landslide/Debris flow,3013230.36,644117
06039,Fire,105296.0,FF1919
06041,Earthquake,22036214.0,FFFFFF
06041,Flooding,56097345.339999996,00AAFF
06045,Fire,3467438.0,FF1919
06045,Landslide/Debris flow,6043340.5,644117
06055,Fire,9910162.5,FF1919
06057,Fire,1486380.3,FF1919
06059,Drought,2213471.0,CC5500
06059,Fire,60000000.0,FF1919
06059,Infrastructure failure,606891.15,884DFF
06061,Fire,2522060.3,FF1919
06063,Infrastructure failure,499950.0,884DFF
06065,Drought,84779934.4,CC5500
06065,Earthquake,1405322.2,FFFFFF
06065,Extreme temperature,550000.0,CC5500
06065,Fire,32898051.0,FF1919
06065,Flooding,4151500.98,00AAFF
06067,Earthquake,138054889.06,FFFFFF
06067,Flooding,115911105.0,00AAFF
06067,Severe storm,211385.0,FFFF00
06071,Drought,188316312.0,CC5500
06071,Earthquake,13652905.92,FFFFFF
06071,Flooding,146859094.0,00AAFF
06073,Drought,358160.0,CC5500
06073,Earthquake,68320247.0,FFFFFF
06073,Fire,1247380.0,FF1919
06073,Flooding,100801024.34,00AAFF
06073,Severe storm,1989730.0,FFFF00
06075,Flooding,106631524.33,00AAFF
06075,Severe storm,121869660.28,FFFF00
06077,Drought,91018239.0,CC5500
06079,Dam/Levee break,1462759.0,00AAFF
06081,Earthquake,33081250.0,FFFFFF
06081,Flooding,98835774.3,00AAFF
06081,Infrastructure failure,84175464.37,884DFF
06085,Flooding,384191170.0,00AAFF
06087,Fire,1516705.55,FF1919
06087,Flooding,16148427.05,00AAFF
06093,Fire,1154123.22,FF1919
06097,Drought,2191222.6,CC5500
06097,Earthquake,2605342.0,FFFFFF
06097,Fire,7888122.32,FF1919
06097,Flooding,5569741.1,00AAFF
06099,Drought,91018239.0,CC5500
06099,Flooding,625142.0,00AAFF
06101,Flooding,50562250.16,00AAFF
06103,Flooding,979625.0,00AAFF
06103,Infrastructure failure,12668654.95,884DFF
06107,Drought,23141460.0,CC5500
06111,Dam/Levee break,51840678.0,00AAFF
06111,Fire,3635000.0,FF1919
06113,Flooding,50735250.16,00AAFF
06115,Flooding,289452217.0,00AAFF
08001,Flooding,55300.0,00AAFF
08003,Extreme temperature,630000.0,CC5500
08005,Flooding,41125485.0,00AAFF
08007,Fire,40000.0,FF1919
08013,Fire,100000.0,FF1919
08013,Flooding,64218156.0,00AAFF
08014,Flooding,33782738.0,00AAFF
08021,Extreme temperature,630000.0,CC5500
08031,Dam/Levee break,1397051.86,00AAFF
08031,Flooding,52961951.0,00AAFF
08031,Infrastructure failure,8000099.0,884DFF
08031,Winter storm,3483596.32,A0E6FF
08037,Flooding,6338052.0,00AAFF
08037,Landslide/Debris flow,4739795.0,644117
08041,Fire,2433000.0,FF1919
08041,Flooding,3110797.0,00AAFF
08041,Infrastructure failure,28924250.0,884DFF
08041,Tornado,912529.0,4F666A
08045,Fire,51581134.2,FF1919
08053,Flooding,7183184.0,00AAFF
08053,Infrastructure failure,487250.0,884DFF
08055,Fire,601755.0,FF1919
08055,Flooding,600000.0,00AAFF
08059,Drought,200000.0,CC5500
08059,Earthquake,53740.0,FFFFFF
08059,Fire,14349317.129999999,FF1919
08059,Flooding,100299.98999999999,00AAFF
08059,Infrastructure failure,8000099.0,884DFF
08059,Severe storm,200000.0,FFFF00
08067,Fire,40000.0,FF1919
08069,Fire,968000.0,FF1919
08069,Flooding,1860373.5,00AAFF
08069,Winter storm,5055298.0,A0E6FF
08071,Fire,601755.0,FF1919
08071,Flooding,600000.0,00AAFF
08079,Flooding,7183184.0,00AAFF
08085,Drought,80000000.0,CC5500
08101,Fire,56024.0,FF1919
08105,Extreme temperature,630000.0,CC5500
08107,Fire,75000.0,FF1919
08109,Fire,139319.25,FF1919
08123,Fire,18425795.28,FF1919
08123,Flooding,63932073.86,00AAFF
08123,Winter storm,5055298.0,A0E6FF
09001,Flooding,31033252.04,00AAFF
09001,Infrastructure failure,900000.0,884DFF
09001,Severe storm,296122.41000000003,FFFF00
09003,Dam/Levee break,2999950.0,00AAFF
09003,Flooding,99827530.95,00AAFF
09003,Infrastructure failure,16364116.2,884DFF
09003,Severe storm,4610250.01,FFFF00
09005,Severe storm,951277.19,FFFF00
09007,Winter storm,311740.0,A0E6FF
09009,Dam/Levee break,66407250.0,00AAFF
09009,Flooding,113987671.13,00AAFF
09009,Infrastructure failure,123034423.75,884DFF
09011,Flooding,2080751.0,00AAFF
09011,Infrastructure failure,150000.0,884DFF
09011,Severe storm,221966.58,FFFF00
09013,Flooding,1383559.41,00AAFF
09013,Infrastructure failure,8401050.0,884DFF
09013,Severe storm,11636767.0,FFFF00
09015,Dam/Levee break,200000.0,00AAFF
09015,Infrastructure failure,8889241.0,884DFF
10001,Flooding,14683084.75,00AAFF
10001,Tropical cyclone (Hurricane/Typhoon),419160.0,00AAFF
10003,Flooding,15496627.25,00AAFF
10003,Severe storm,160475.87,FFFF00
10003,Tropical cyclone (Hurricane/Typhoon),419160.0,00AAFF
10005,Flooding,3384229.0500000003,00AAFF
10005,Severe storm,395000.0,FFFF00
11001,Extreme temperature,804510.0,CC5500
11001,Flooding,59314055.3,00AAFF
11001,Hostile action,148325.0,FFFFFF
11001,Infrastructure failure,33971327.0,884DFF
12001,Flooding,497071.44,00AAFF
12001,Severe storm,10000580.0,FFFF00
12005,Flooding,3760256.0500000003,00AAFF
12005,Tropical cyclone (Hurricane/Typhoon),20800188.23,00AAFF
12007,Infrastructure failure,7173122.25,884DFF
12011,Flooding,1781341.6099999999,00AAFF
12011,Severe storm,63693880.66,FFFF00
12011,Tropical cyclone (Hurricane/Typhoon),1411724.0,00AAFF
12015,Tropical cyclone (Hurricane/Typhoon),2950341.0,00AAFF
12031,Flooding,23838779.14,00AAFF
12031,Infrastructure failure,5324013.18,884DFF
12031,Tropical cyclone (Hurricane/Typhoon),1294184.54,00AAFF
12033,Flooding,4622283.0,00AAFF
12035,Flooding,2251751.0,00AAFF
12035,Tropical cyclone (Hurricane/Typhoon),671660.0,00AAFF
12037,Tropical cyclone (Hurricane/Typhoon),1305404.52,00AAFF
12057,Flooding,623156.54,00AAFF
12057,Infrastructure failure,3580503.84,884DFF
12057,Tropical cyclone (Hurricane/Typhoon),2772549.15,00AAFF
12065,Infrastructure failure,41696.18,884DFF
12065,Tropical cyclone (Hurricane/Typhoon),41696.18,00AAFF
12069,Infrastructure failure,3785691.84,884DFF
12073,Extreme temperature,3537105.0,CC5500
12081,Flooding,105850.5,00AAFF
12081,Infrastructure failure,663965.14,884DFF
12083,Infrastructure failure,4900747.44,884DFF
12086,Flooding,95032732.39,00AAFF
12086,Infrastructure failure,573156.15,884DFF
12086,Severe storm,643394.62,FFFF00
12086,Tropical cyclone (Hurricane/Typhoon),38331000.63,00AAFF
12087,Flooding,42357842.25,00AAFF
12087,Tropical cyclone (Hurricane/Typhoon),1045817.72,00AAFF
12095,Flooding,8229819.75,00AAFF
12095,Infrastructure failure,350000.0,884DFF
12095,Severe storm,623991.0,FFFF00
12097,Drought,97020000.0,CC5500
12099,Flooding,135677499.4,00AAFF
12101,Flooding,12385188.81,00AAFF
12101,Infrastructure failure,57015784.96,884DFF
12101,Severe storm,1412547.85,FFFF00
12101,Tropical cyclone (Hurricane/Typhoon),1012463.45,00AAFF
12103,Flooding,11536407.29,00AAFF
12109,Flooding,22178460.720000003,00AAFF
12111,Flooding,8536677.05,00AAFF
12111,Infrastructure failure,372514.0,884DFF
12113,Flooding,8001858.61,00AAFF
12115,Flooding,1149791.54,00AAFF
12117,Flooding,1508039.01,00AAFF
12117,Infrastructure failure,406341.24,884DFF
12119,Infrastructure failure,655221.0,884DFF
12119,Tropical cyclone (Hurricane/Typhoon),3262593.82,00AAFF
12125,Infrastructure failure,7173122.25,884DFF
12127,Flooding,6248418.76,00AAFF
13007,Flooding,676785.0,00AAFF
13009,Flooding,21000.0,00AAFF
13009,Infrastructure failure,748640.0,884DFF
13015,Winter storm,1584229.57,A0E6FF
13021,Flooding,71681.4,00AAFF
13029,Flooding,355000.0,00AAFF
13031,Flooding,355000.0,00AAFF
13031,Severe storm,29606.4,FFFF00
13035,Flooding,35911.05,00AAFF
13039,Flooding,12187708.0,00AAFF
13051,Flooding,62321731.4,00AAFF
13051,Severe storm,5409264.0,FFFF00
13051,Tropical cyclone (Hurricane/Typhoon),45264.6,00AAFF
13055,Flooding,88318.05,00AAFF
13057,Flooding,67411.05,00AAFF
13057,Winter storm,1584229.57,A0E6FF
13059,Flooding,547518.0,00AAFF
13063,Flooding,23436324.15,00AAFF
13063,Severe storm,68400.0,FFFF00
13067,Severe storm,8806073.4,FFFF00
13067,Winter storm,1584229.57,A0E6FF
13073,Infrastructure failure,67048944.0,884DFF
13077,Flooding,42000.0,00AAFF
13079,Flooding,3639300.0,00AAFF
13081,Infrastructure failure,140522.0,884DFF
13081,Severe storm,230000.0,FFFF00
13083,Flooding,35911.05,00AAFF
13085,Flooding,31500.0,00AAFF
13087,Flooding,3867259.23,00AAFF
13089,Flooding,63039545.12,00AAFF
13089,Infrastructure failure,9766079.71,884DFF
13089,Severe storm,2587639.69,FFFF00
13093,Infrastructure failure,140522.0,884DFF
13093,Severe storm,230000.0,FFFF00
13095,Flooding,451983.0,00AAFF
13095,Tornado,559112.96,4F666A
13099,Flooding,676785.0,00AAFF
13101,Flooding,27300.0,00AAFF
13103,Flooding,1165710.0,00AAFF
13115,Flooding,88318.05,00AAFF
13115,Severe storm,1589300.52,FFFF00
13117,Flooding,31500.0,00AAFF
13121,Flooding,1004400.6,00AAFF
13121,Severe storm,251841.45,FFFF00
13121,Tropical cyclone (Hurricane/Typhoon),314404.0,00AAFF
13123,Flooding,60900.0,00AAFF
13127,Flooding,156900.0,00AAFF
13129,Severe storm,842500.52,FFFF00
13133,Flooding,35700.0,00AAFF
13135,Flooding,88318.05,00AAFF
13137,Flooding,105314.48,00AAFF
13141,Flooding,21000.0,00AAFF
13147,Severe storm,493500.0,FFFF00
13149,Flooding,42000.0,00AAFF
13151,Flooding,23436324.15,00AAFF
13151,Severe storm,55713.92,FFFF00
13153,Flooding,3639300.0,00AAFF
13159,Flooding,30000.0,00AAFF
13167,Flooding,3440282.0,00AAFF
13169,Infrastructure failure,748640.0,884DFF
13177,Flooding,451983.0,00AAFF
13177,Tornado,559112.96,4F666A
13185,Infrastructure failure,264350.0,884DFF
13187,Flooding,31500.0,00AAFF
13191,Flooding,35700.0,00AAFF
13199,Flooding,670680.0,00AAFF
13201,Flooding,676785.0,00AAFF
13205,Flooding,3190474.23,00AAFF
13213,Flooding,29400.0,00AAFF
13223,Flooding,58701.0,00AAFF
13223,Winter storm,1584229.57,A0E6FF
13225,Flooding,3639300.0,00AAFF
13227,Flooding,60900.0,00AAFF
13233,Severe storm,746800.0,FFFF00
13237,Flooding,30000.0,00AAFF
13241,Flooding,105314.48,00AAFF
13255,Flooding,35911.05,00AAFF
13263,Flooding,670680.0,00AAFF
13269,Flooding,23100.0,00AAFF
13275,Flooding,235500.0,00AAFF
13289,Infrastructure failure,748640.0,884DFF
13293,Flooding,924750.0,00AAFF
13295,Flooding,124229.1,00AAFF
13303,Flooding,3461282.0,00AAFF
13311,Flooding,105314.48,00AAFF
13315,Infrastructure failure,140522.0,884DFF
13317,Flooding,21000.0,00AAFF
13317,Severe storm,199760.0,FFFF00
13319,Infrastructure failure,748640.0,884DFF
13321,Flooding,451983.0,00AAFF
13321,Tornado,559112.96,4F666A
15003,Earthquake,1400000.0,FFFFFF
15003,Fire,333333.0,FF1919
15003,Flooding,1173824.72,00AAFF
15003,Infrastructure failure,39182730.96,884DFF
15003,Severe storm,34644603.21,FFFF00
15003,Tropical cyclone (Hurricane/Typhoon),140609742.7,00AAFF
15007,Flooding,24780000.0,00AAFF
15009,Infrastructure failure,6150000.0,884DFF
15009,Severe storm,27350827.0,FFFF00
16001,Fire,2666666.67,FF1919
16001,Flooding,10484262.91,00AAFF
16005,Fire,141111.6,FF1919
16011,Severe storm,1679415.0,FFFF00
16015,Fire,2666666.67,FF1919
16019,Severe storm,1648515.0,FFFF00
16023,Fire,72200.18,FF1919
16027,Infrastructure failure,1235537.0,884DFF
16031,Infrastructure failure,100000.0,884DFF
16031,Severe storm,30900.0,FFFF00
16037,Dam/Levee break,15739680.0,00AAFF
16039,Fire,281944.45,FF1919
16043,Earthquake,35000.0,FFFFFF
16043,Infrastructure failure,180000.0,884DFF
16045,Fire,90000.0,FF1919
16045,Flooding,6321949.91,00AAFF
16047,Flooding,0.0,00AAFF
16049,Fire,1877848.1600000001,FF1919
16049,Flooding,425586.0,00AAFF
16051,Severe storm,1648515.0,FFFF00
16055,Infrastructure failure,8811547.07,884DFF
16055,Severe storm,40077929.81,FFFF00
16057,Fire,80000.0,FF1919
16059,Dam/Levee break,15739680.0,00AAFF
16061,Fire,1877848.1600000001,FF1919
16061,Flooding,425586.0,00AAFF
16063,Flooding,0.0,00AAFF
16065,Earthquake,35000.0,FFFFFF
16065,Flooding,3667373.55,00AAFF
16065,Infrastructure failure,180000.0,884DFF
16067,Infrastructure failure,100000.0,884DFF
16069,Flooding,5284330.0,00AAFF
16069,Infrastructure failure,257000.0,884DFF
16077,Severe storm,30900.0,FFFF00
16081,Flooding,3667373.55,00AAFF
16085,Fire,91321.6,FF1919
16085,Flooding,600000.0,00AAFF
16087,Flooding,93750.0,00AAFF
17011,Flooding,14218046.96,00AAFF
17011,Infrastructure failure,25560233.0,884DFF
17013,Flooding,581192.8,00AAFF
17015,Severe storm,123304.8,FFFF00
17017,Tornado,52222.0,4F666A
17019,Severe storm,65190.4,FFFF00
17029,Flooding,6030900.0,00AAFF
17031,Fire,289000.0,FF1919
17031,Flooding,857483702.07,00AAFF
17031,Infrastructure failure,10411514.69,884DFF
17031,Severe storm,617950.0,FFFF00
17035,Flooding,6030900.0,00AAFF
17035,Winter storm,64351.93,A0E6FF
